User ID;Month;Macro Reason;Micro Reason;Financial Value (BRL);Cost Center
B3AF0330;August;onboarding;App Download;4,0;OPS Driver
AE7AA68E;August;card;Expired Card;9,72;OPS Driver
523ECC20;November;others;Miscellaneous;7,11;OPS Driver
1784CA2D;December;payments;Campaign;60,75;OPS Driver
9B129DF0;July;card;Expired Card;1,59;OPS Driver
AE083B7F;October;bugs;GPS Glitch;9,53;Product UX/UI
8A9606F8;July;general questions;Referral Program;3,23;OPS Driver
C265061F;December;general questions;Terms of Service;8,19;OPS Driver
76B2FB4F;December;payments;Campaign;113,33;OPS Driver
FC40D53C;July;incentives;Promo Code Not Working;1,18;OPS Driver
6277B661;August;onboarding;First Ride Guide;1,3;OPS Driver
4197E71F;November;bugs;App Crash;7,32;Product UX/UI
66AFCAEA;December;payments;Campaign;88,89;OPS Driver
5BC29682;July;card;Card Linking;3,83;OPS Driver
14947F1D;August;incentives;Promo Code Not Working;9,74;OPS Driver
B96EA1E0;August;card;Expired Card;5,4;OPS Driver
3E9ABA01;October;payments;Campaign;54,94;OPS Driver
CD9E4302;July;payments;Ride with assault (Safety);69,4;OPS Driver
D7E36CDC;October;payments;Others;106,35;OPS Driver
70759995;December;payments;Campaign;133,28;OPS Driver
D1EDA5DD;October;payments;Ride with assault (Safety);30,9;OPS Driver
F21A501B;November;payments;Bugs;91,5;Product UX/UI
464FE856;October;others;Miscellaneous;8,3;OPS Driver
C98E1BBF;December;incentives;Promo Code Not Working;5,34;OPS Driver
9DB09D1B;December;bugs;GPS Glitch;7,46;Product UX/UI
3355EEEF;December;payments;Campaign;4,38;OPS Driver
E90C6C1B;October;others;Miscellaneous;4,29;OPS Driver
EEC88E2D;December;payments;Campaign;70,2;OPS Driver
F3ACBB88;September;general questions;Terms of Service;6,97;OPS Driver
84EB1347;December;payments;Campaign;69,21;OPS Driver
FB0F7856;December;bugs;GPS Glitch;0,51;Product UX/UI
A2A8B868;July;payments;Campaign;3,31;OPS Driver
5CC6DBAA;July;onboarding;App Download;3,76;OPS Driver
B2657DEA;December;payments;Campaign;45,91;OPS Driver
B8B919DF;September;onboarding;ID Verification;9,39;OPS Driver
228DF58C;September;general questions;Referral Program;5,85;OPS Driver
1C13E325;December;payments;Campaign;19,32;OPS Driver
91014140;October;onboarding;App Download;3,17;OPS Driver
C61E2B2D;December;onboarding;First Ride Guide;3,95;OPS Driver
4C53D133;October;bugs;App Crash;7,75;Product UX/UI
26A57067;October;general questions;App Navigation;3,98;OPS Driver
0DB4B858;August;onboarding;ID Verification;9,75;OPS Driver
69AC8121;October;payments;Others;37,17;OPS Driver
53322CBA;July;payments;Ride with assault (Safety);16,23;OPS Driver
CC310536;September;card;Expired Card;6,18;OPS Driver
9D1F7BFE;September;incentives;Promo Code Not Working;2,64;OPS Driver
A675DCDF;September;onboarding;ID Verification;4,85;OPS Driver
9C114AC2;December;payments;Campaign;28,08;OPS Driver
52A54B89;December;payments;Campaign;28,92;OPS Driver
045DCC98;November;general questions;App Navigation;0,78;OPS Driver
813350E3;December;payments;Campaign;27,35;OPS Driver
CE9865E9;September;payments;Improper collection of ride tax;91,66;Product UX/UI
0B6BF5A2;October;onboarding;ID Verification;4,25;OPS Driver
196E5F7A;November;onboarding;ID Verification;9,29;OPS Driver
AE6ADA76;July;payments;Campaign;64,57;OPS Driver
F30886E2;November;payments;Campaign;88,58;OPS Driver
1C99E250;July;onboarding;First Ride Guide;5,35;OPS Driver
B075A4A7;October;onboarding;First Ride Guide;9,39;OPS Driver
C8020304;December;onboarding;App Download;5,6;OPS Driver
A491AB31;August;payments;Campaign;133,46;OPS Driver
7A5477E7;December;general questions;Terms of Service;5,66;OPS Driver
2FEBEBBA;October;payments;Campaign;119,54;OPS Driver
2F7D3890;December;payments;Campaign;104,69;OPS Driver
4141A381;November;payments;Bugs;96,48;Product UX/UI
7199A98B;September;card;Card Linking;8,24;OPS Driver
5FA28FAA;October;payments;Bugs;5,37;Product UX/UI
6DD38C04;October;onboarding;First Ride Guide;7,31;OPS Driver
C0360B8F;December;general questions;App Navigation;1,42;OPS Driver
7276BB6F;December;payments;Campaign;100,22;OPS Driver
A3AD3601;August;incentives;Bonus Eligibility;0,27;OPS Driver
D5F51940;December;payments;Campaign;163,95;OPS Driver
F6CEF76F;July;incentives;Promo Code Not Working;2,68;OPS Driver
B5719237;July;onboarding;App Download;1,93;OPS Driver
A81F5694;September;onboarding;ID Verification;4,96;OPS Driver
F9EA3CFC;November;payments;Campaign;19,0;OPS Driver
A39F7D38;December;payments;Campaign;28,78;OPS Driver
A071AA9C;July;payments;Optimizer miscalculation;184,52;Product UX/UI
8B204C1A;December;payments;Others;39,58;OPS Driver
B5C101F9;December;bugs;GPS Glitch;7,14;Product UX/UI
74B3B83C;November;payments;Optimizer miscalculation;115,06;Product UX/UI
107A5B3B;July;feedbacks;Driver Compliment;2,69;OPS Driver
F3AD8228;July;general questions;Referral Program;1,49;OPS Driver
76410C05;August;onboarding;App Download;1,97;OPS Driver
53D0E46F;October;payments;Campaign;11,18;OPS Driver
60002A41;December;payments;Optimizer miscalculation;26,52;Product UX/UI
D215C478;December;onboarding;First Ride Guide;1,16;OPS Driver
F0796C78;December;payments;Campaign;329,85;OPS Driver
DEEAAF80;November;payments;Campaign;375,58;OPS Driver
2AF534AA;November;others;Miscellaneous;1,9;OPS Driver
F102EB46;November;payments;Optimizer miscalculation;5,74;Product UX/UI
7755DF1D;November;payments;Campaign;101,41;OPS Driver
1F6711E3;October;general questions;Terms of Service;1,28;OPS Driver
81029662;August;payments;Bugs;17,41;Product UX/UI
8BAF8A41;September;payments;Optimizer miscalculation;107,99;Product UX/UI
996066EE;September;onboarding;ID Verification;4,04;OPS Driver
F372867F;November;payments;Campaign;3,6;OPS Driver
EDAB77CD;December;payments;Campaign;67,49;OPS Driver
D58B2763;November;bugs;GPS Glitch;4,36;Product UX/UI
09E13F5D;October;onboarding;First Ride Guide;9,65;OPS Driver
F28D98D5;December;payments;Campaign;2,66;OPS Driver
7BAB66DD;October;payments;Campaign;80,75;OPS Driver
D31FC77E;December;payments;Campaign;15,79;OPS Driver
598BFB82;October;bugs;App Crash;3,57;Product UX/UI
B3B3B2ED;July;payments;Miscalculation of road toll;63,06;Product UX/UI
3BD63CD9;August;bugs;GPS Glitch;3,08;Product UX/UI
DD24DB4B;December;payments;Bugs;23,03;Product UX/UI
04879B6A;July;incentives;Promo Code Not Working;6,84;OPS Driver
2A8B008D;September;payments;Campaign;59,95;OPS Driver
ECD8BA84;October;card;Expired Card;0,45;OPS Driver
4A5C5FF1;November;payments;Miscalculation of road toll;22,33;Product UX/UI
33379D6B;September;feedbacks;Driver Compliment;2,22;OPS Driver
01DDF112;December;payments;Campaign;78,91;OPS Driver
BC49E8BF;December;general questions;Terms of Service;2,26;OPS Driver
A2B36346;October;payments;Campaign;76,59;OPS Driver
D757CF01;November;card;Card Linking;3,18;OPS Driver
3391355F;September;onboarding;First Ride Guide;4,65;OPS Driver
BC7AD7E3;December;card;Expired Card;8,48;OPS Driver
EE7BABDF;July;incentives;Bonus Eligibility;4,96;OPS Driver
C864A0B6;December;payments;Campaign;84,87;OPS Driver
4E6A15A4;October;payments;Campaign;43,33;OPS Driver
2BDCC32F;December;payments;Improper collection of ride tax;27,04;Product UX/UI
349A5248;October;feedbacks;Driver Compliment;6,4;OPS Driver
081545D7;November;onboarding;ID Verification;2,83;OPS Driver
1643FB9A;July;payments;Optimizer miscalculation;297,42;Product UX/UI
74F879C9;November;onboarding;App Download;5,05;OPS Driver
DC344627;September;general questions;Terms of Service;3,19;OPS Driver
EB24B2E9;December;payments;Bugs;59,28;Product UX/UI
29BE2C43;August;payments;Ride cancellation (CSI Only);36,27;CSI
BF54CBDF;October;others;Miscellaneous;1,66;OPS Driver
8AAF2BE7;November;feedbacks;Driver Compliment;2,26;OPS Driver
EC7DCCCF;November;general questions;App Navigation;5,68;OPS Driver
6452615F;July;general questions;Terms of Service;8,72;OPS Driver
126FE0C8;December;payments;Campaign;9,37;OPS Driver
E80D052B;November;onboarding;App Download;8,74;OPS Driver
F7A7CC2C;August;card;Card Linking;0,12;OPS Driver
E69D8435;November;onboarding;App Download;9,92;OPS Driver
CBC00A63;September;onboarding;ID Verification;5,8;OPS Driver
0A9D259D;December;payments;Campaign;362,13;OPS Driver
88B02D8D;November;incentives;Bonus Eligibility;0,17;OPS Driver
C40EC01C;October;card;Expired Card;4,14;OPS Driver
A8D5C1FB;September;payments;Bugs;76,62;Product UX/UI
75861A2D;July;payments;Campaign;21,54;OPS Driver
6991AC2D;December;feedbacks;Driver Compliment;9,37;OPS Driver
94BAC19A;September;onboarding;ID Verification;3,98;OPS Driver
872D354C;October;incentives;Bonus Eligibility;7,35;OPS Driver
70367437;October;payments;Not Validated PIN;102,66;Product UX/UI
E54B0105;December;onboarding;ID Verification;4,25;OPS Driver
8DD0C761;December;onboarding;First Ride Guide;0,65;OPS Driver
EEC638D4;November;onboarding;App Download;3,85;OPS Driver
A823962B;December;bugs;GPS Glitch;2,83;Product UX/UI
9C4C7616;August;payments;Campaign;172,52;OPS Driver
23A3A912;October;feedbacks;Suggestion;5,4;OPS Driver
688740CB;July;general questions;Terms of Service;7,48;OPS Driver
61A828FA;October;payments;Campaign;118,19;OPS Driver
AE80DCB5;December;general questions;Referral Program;6,12;OPS Driver
ABA4EDC4;July;general questions;Referral Program;6,45;OPS Driver
B2F3C7E5;October;onboarding;ID Verification;2,63;OPS Driver
CA868B0C;December;payments;Campaign;51,71;OPS Driver
805FDDCA;October;onboarding;App Download;6,72;OPS Driver
E6A51EF0;October;payments;Campaign;284,78;OPS Driver
981860B8;October;payments;Campaign;2,27;OPS Driver
C48E7CA6;December;payments;Campaign;306,94;OPS Driver
ACD4E9E4;December;bugs;App Crash;1,39;Product UX/UI
79FFA4FE;August;others;Miscellaneous;8,99;OPS Driver
BE2A4827;November;onboarding;ID Verification;1,73;OPS Driver
F5112A20;December;incentives;Promo Code Not Working;9,6;OPS Driver
0AE128ED;September;onboarding;App Download;2,14;OPS Driver
72CBB995;December;payments;Campaign;71,71;OPS Driver
AFC041E9;August;bugs;GPS Glitch;9,88;Product UX/UI
37D51EDA;December;payments;Campaign;96,68;OPS Driver
C3E8C875;September;card;Expired Card;0,14;OPS Driver
E77A00A1;December;payments;Campaign;238,8;OPS Driver
F6765A53;December;payments;Campaign;13,71;OPS Driver
CC5B8B24;November;onboarding;ID Verification;6,49;OPS Driver
D09BC049;October;onboarding;App Download;9,76;OPS Driver
CFE1D86E;September;general questions;Terms of Service;8,29;OPS Driver
5399D064;October;others;Miscellaneous;8,33;OPS Driver
77B3D221;August;onboarding;First Ride Guide;8,55;OPS Driver
E337F5D1;September;bugs;App Crash;7,23;Product UX/UI
99F6B867;December;onboarding;First Ride Guide;9,87;OPS Driver
E2C32E58;July;others;Miscellaneous;5,08;OPS Driver
422A1A20;December;payments;Bugs;75,44;Product UX/UI
421493EF;November;payments;Bugs;63,18;Product UX/UI
D3CABA40;August;card;Expired Card;7,87;OPS Driver
372EF114;December;incentives;Bonus Eligibility;6,83;OPS Driver
EA08553C;December;onboarding;First Ride Guide;1,82;OPS Driver
CEBCD9D9;November;payments;Campaign;18,93;OPS Driver
7C89EBB3;December;bugs;App Crash;0,99;Product UX/UI
BD56D08F;August;feedbacks;Suggestion;9,99;OPS Driver
586A3167;September;payments;Campaign;44,05;OPS Driver
4EB11A3F;November;payments;Optimizer miscalculation;124,61;Product UX/UI
0D5330F4;August;payments;Bugs;116,94;Product UX/UI
EDA0E28C;October;onboarding;ID Verification;7,33;OPS Driver
B23EAAC6;September;feedbacks;Driver Compliment;2,76;OPS Driver
2974FBC8;August;card;Expired Card;7,32;OPS Driver
46EF48F2;December;general questions;Terms of Service;4,23;OPS Driver
1553D8F3;December;payments;Campaign;65,57;OPS Driver
CC1842DA;July;general questions;Referral Program;2,28;OPS Driver
1C6BC125;October;payments;Campaign;41,42;OPS Driver
E07352E2;October;card;Card Linking;2,37;OPS Driver
CAFFA460;December;incentives;Bonus Eligibility;2,71;OPS Driver
08760574;December;payments;Campaign;278,27;OPS Driver
3A66B9AD;September;others;Miscellaneous;8,38;OPS Driver
9D5A448F;October;incentives;Bonus Eligibility;2,58;OPS Driver
C68A209C;August;bugs;App Crash;2,54;Product UX/UI
93C794D8;December;payments;Campaign;36,88;OPS Driver
2947870C;September;onboarding;First Ride Guide;9,78;OPS Driver
19284362;September;card;Expired Card;3,59;OPS Driver
BA44E4B0;December;feedbacks;Suggestion;3,47;OPS Driver
48D2069F;November;general questions;Terms of Service;6,47;OPS Driver
4494DB53;December;bugs;GPS Glitch;3,15;Product UX/UI
572E8BF8;August;others;Miscellaneous;3,18;OPS Driver
FE15CE17;September;onboarding;First Ride Guide;8,12;OPS Driver
4AED3452;December;general questions;Referral Program;1,86;OPS Driver
9B7D17BC;December;payments;Campaign;197,84;OPS Driver
3FFAEE8C;November;payments;Car Wash (UAU);95,09;UAU
B91548F8;December;feedbacks;Driver Compliment;3,93;OPS Driver
2BEA473D;September;feedbacks;Suggestion;1,41;OPS Driver
66747D54;September;onboarding;First Ride Guide;6,87;OPS Driver
669FF973;December;payments;Campaign;27,73;OPS Driver
ADD36855;September;feedbacks;Driver Compliment;8,36;OPS Driver
38BB328E;November;general questions;Terms of Service;6,47;OPS Driver
B28BAFBE;August;general questions;Referral Program;4,09;OPS Driver
5FB0FF67;July;general questions;Referral Program;9,99;OPS Driver
E8F5410A;December;bugs;App Crash;8,13;Product UX/UI
EACCE598;December;payments;Campaign;95,34;OPS Driver
7630202E;October;general questions;Terms of Service;1,17;OPS Driver
A5E95AE1;October;general questions;Referral Program;9,84;OPS Driver
33BC2839;August;onboarding;App Download;9,39;OPS Driver
5ED6AE1F;November;card;Card Linking;8,13;OPS Driver
A33C77BA;July;onboarding;First Ride Guide;6,76;OPS Driver
37D03104;December;general questions;App Navigation;8,01;OPS Driver
36946BBE;July;general questions;Terms of Service;2,3;OPS Driver
B441D651;November;payments;Car Wash (UAU);109,49;UAU
9C161845;August;onboarding;First Ride Guide;7,23;OPS Driver
D6CA862F;December;payments;Campaign;305,67;OPS Driver
4AFFBD30;November;payments;Bugs;320,85;Product UX/UI
7A18FB21;October;payments;Bugs;27,75;Product UX/UI
C682A801;October;card;Expired Card;7,16;OPS Driver
B1DC01E9;July;card;Expired Card;4,3;OPS Driver
B833BA05;October;card;Expired Card;0,55;OPS Driver
B64BA1A3;November;payments;Miscalculation of road toll;71,6;Product UX/UI
E8008DFA;November;payments;Miscalculation of road toll;104,72;Product UX/UI
1D547FE8;October;feedbacks;Suggestion;2,71;OPS Driver
9FE9CACD;July;onboarding;ID Verification;2,57;OPS Driver
0BD1C167;December;payments;Campaign;103,35;OPS Driver
0F29B372;December;payments;Campaign;21,71;OPS Driver
5697080D;November;others;Miscellaneous;6,79;OPS Driver
793BC167;December;payments;Campaign;69,14;OPS Driver
0D14186F;October;card;Expired Card;6,31;OPS Driver
E6095FF8;December;payments;Campaign;52,94;OPS Driver
CC071446;August;general questions;Referral Program;4,21;OPS Driver
812C6889;October;general questions;Terms of Service;9,35;OPS Driver
F38F09E2;July;onboarding;ID Verification;6,28;OPS Driver
F1BD207A;October;onboarding;ID Verification;8,26;OPS Driver
AF3822B6;September;incentives;Promo Code Not Working;8,72;OPS Driver
E5497A6E;November;bugs;GPS Glitch;5,01;Product UX/UI
57452E03;December;payments;Campaign;77,88;OPS Driver
ABF0610B;November;payments;Campaign;104,32;OPS Driver
C7C3C656;October;payments;Campaign;9,92;OPS Driver
611F1905;November;payments;Campaign;183,67;OPS Driver
0EC7B1D9;July;general questions;Terms of Service;6,67;OPS Driver
1051C78E;August;payments;Miscalculation of road toll;122,4;Product UX/UI
F08A9D9E;November;incentives;Promo Code Not Working;8,13;OPS Driver
68C0B4F8;November;feedbacks;Suggestion;8,56;OPS Driver
3CCCEEC4;August;payments;Others;18,4;OPS Driver
A69A208D;December;onboarding;ID Verification;2,02;OPS Driver
08DCC93A;September;onboarding;ID Verification;9,06;OPS Driver
B17642B4;August;onboarding;App Download;8,71;OPS Driver
3C42F797;November;payments;Campaign;31,24;OPS Driver
81CA75F6;December;payments;Campaign;130,62;OPS Driver
767F72BD;November;onboarding;First Ride Guide;8,27;OPS Driver
9545DC56;December;payments;Campaign;36,22;OPS Driver
B7AA1D4C;December;payments;Miscalculation of road toll;86,06;Product UX/UI
AFE39C86;December;onboarding;App Download;5,49;OPS Driver
480C55F3;October;card;Card Linking;1,99;OPS Driver
FC902CD8;September;others;Miscellaneous;3,6;OPS Driver
3E4D86C2;July;others;Miscellaneous;2,78;OPS Driver
A0D3E934;August;incentives;Promo Code Not Working;9,49;OPS Driver
FCD77431;November;incentives;Promo Code Not Working;0,84;OPS Driver
A2E349C5;December;payments;Campaign;28,82;OPS Driver
A1370923;November;payments;Campaign;63,2;OPS Driver
22722F29;October;payments;Campaign;119,0;OPS Driver
8373FACC;December;bugs;GPS Glitch;0,28;Product UX/UI
BA44B266;July;payments;Campaign;67,08;OPS Driver
7A25C611;July;incentives;Promo Code Not Working;5,61;OPS Driver
7FA5F58F;September;general questions;Referral Program;3,83;OPS Driver
D49CC735;December;payments;Campaign;114,29;OPS Driver
263FEC50;November;others;Miscellaneous;9,44;OPS Driver
89E3B3A1;November;payments;Bugs;7,1;Product UX/UI
B0AE50B7;October;onboarding;ID Verification;1,42;OPS Driver
2CAB289C;August;onboarding;ID Verification;6,8;OPS Driver
22A20882;November;payments;Bugs;1,47;Product UX/UI
FE3C0382;July;feedbacks;Suggestion;6,94;OPS Driver
F1B2AA05;August;others;Miscellaneous;4,39;OPS Driver
49032F59;November;general questions;Referral Program;6,51;OPS Driver
D9D21B9D;December;onboarding;ID Verification;1,67;OPS Driver
1759564F;August;onboarding;First Ride Guide;6,7;OPS Driver
C627C55F;December;general questions;App Navigation;1,01;OPS Driver
26A09E04;July;feedbacks;Suggestion;9,64;OPS Driver
0DDADCC4;October;payments;Campaign;78,97;OPS Driver
47788621;August;general questions;Terms of Service;1,53;OPS Driver
8AD801F7;September;onboarding;App Download;8,73;OPS Driver
